voyage_id,split,action_id,action_name,q_h2,q_batt,q_soc,q_fc_var,sample_count,transition_count,completed,episode_steps,minimum_soc,final_soc,total_fixed_reward,mean_fixed_reward_per_step,hydrogen_kg,battery_net_energy_kwh,maximum_fc_step_change_kw,first_failure_decision_index,first_failure_execution_index,failure_soc,failure_previous_fc_kw,future_6_loads,solver_status
voyage_013,train,4,strong_fc_smoothing,0.25,0.25,12.0,30.0,39571,39570,False,29773,,,,,,,,29773,29774,0.20025515141977954,560.0,"[669.1842874724077,669.6649716872134,670.1746605981327,670.7097499222318,671.2666353765769,671.8417126782344]",primal infeasible
voyage_013,train,5,soc_recovery,0.15,0.35,20.0,12.0,39571,39570,True,39570,0.20904046000712814,0.6020049991531335,-2524930.3641151316,-63.80920808984411,158.90936418848923,-32.4511194715544,1.2297348489650517,,,,,,solved
voyage_013,train,6,economic_discharge,0.5,0.25,6.0,8.0,39571,39570,False,29800,,,,,,,,29800,29801,0.20030674155018888,559.9999999999998,"[682.7507473718914,683.0327732854178,683.2978709041226,683.5467178324288,683.779991674759,683.9983700355356]",primal infeasible
voyage_014,train,0,candidate_C,0.25,0.4,12.0,20.0,28771,28770,True,28770,0.42677615364110694,0.6036219202688088,-321271.7629315967,-11.166901735543856,88.67636805847685,-33.460078247739844,0.5666564479292049,,,,,,solved
voyage_014,train,1,fast_fc_response,0.25,0.6,12.0,5.0,28771,28770,True,28770,0.4947159027119787,0.5396859045082346,-109678.21984867747,-3.8122426085741212,85.93112348118392,6.435995586856487,2.1370611476862678,,,,,,solved
voyage_014,train,2,medium_response,0.25,0.5,10.0,10.0,28771,28770,True,28770,0.45892884622367336,0.5597817698460924,-186294.6581923312,-6.475309634769941,86.77888377137803,-6.103824383964932,0.8351871056970595,,,,,,solved
voyage_014,train,3,balanced,0.25,0.4,10.0,12.0,28771,28770,True,28770,0.4428166291976933,0.5731149190471332,-233944.57950916933,-8.131546037857815,87.36755896157939,-14.423709485412362,0.6683319833417158,,,,,,solved
voyage_014,train,4,strong_fc_smoothing,0.25,0.25,12.0,30.0,28771,28770,True,28770,0.38307534103251006,0.6598407215256128,-804987.2065987077,-27.9800906012759,91.40935721770808,-68.54061023198143,0.49762135166059807,,,,,,solved
voyage_014,train,5,soc_recovery,0.15,0.35,20.0,12.0,28771,28770,True,28770,0.48821184380061045,0.590154157720874,-70664.36498295107,-2.456182307367086,87.87517233363803,-25.056194417822883,0.8048678803128269,,,,,,solved
voyage_014,train,6,economic_discharge,0.5,0.25,6.0,8.0,28771,28770,True,28770,0.3701194899830692,0.4923032766995541,-1639122.6209866737,-56.97332711111136,84.3395279283126,36.002755339475655,0.5501051472877521,,,,,,solved
