parent,sample_id,timestamp,soc,fc_power_kw,previous_fc_power_kw,battery_power_kw,load_power_kw,recent_load_mean_kw,recent_load_population_std_kw,recent_load_trend_kw_per_s,base_load_kw,recent_delta_soc,delta_load_kw,delta_fc_kw,measured_power_balance_residual_kw,history_sample_count,speed_kn
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:13:45+08:00,0.8574999999999999,335.0,336.0,-76.226856,258.773144,223.51605666666663,40.91565061270011,0.6514924952380952,233.6584586359458,0.0024166666666666226,25.114685364054196,-1.0,0.0,6,9.5
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:14:15+08:00,0.858,337.0,335.0,-185.11,151.89,215.84344066666668,48.59141557797531,0.1398136304761904,210.4796608300129,0.00216666666666665,-58.58966083001292,2.0,0.0,6,9.5
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:14:45+08:00,0.8585833333333334,337.0,337.0,-143.73818,193.26182,222.8386623333333,41.26338450005106,-0.39807090095238096,205.59894205518006,0.002083333333333326,-12.33712205518006,0.0,0.0,6,8.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:15:15+08:00,0.8585833333333334,336.0,337.0,152.97704,488.97704,269.09024566666665,106.52157941099566,0.7934472247619049,285.9277600916905,0.0017500000000000293,203.04927990830947,-1.0,0.0,6,9.1
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:15:45+08:00,0.8580833333333334,338.0,336.0,108.67879,446.67879,300.22425066666665,124.97859121972178,1.5776703885714287,331.4956438637126,0.0009166666666667878,115.1831461362874,2.0,-1.4210854715202004e-14,6,11.6
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:16:15+08:00,0.8575833333333334,337.0,338.0,129.59133,466.59133,334.36202066666664,137.1886987290214,2.1134976380952386,369.79104095990067,8.333333333343518e-05,96.80028904009936,-1.0,2.842170943040401e-14,6,11.7
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:16:45+08:00,0.8570833333333333,337.0,337.0,97.43423,434.43423,363.6388683333333,136.67626001072503,2.086106123809524,388.11536103742844,-0.0009166666666666767,46.31886896257157,0.0,1.4210854715202004e-14,6,11.7
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:17:15+08:00,0.8565833333333334,337.0,337.0,105.230546,442.230546,412.0289593333334,99.47517564632234,1.0486930857142858,403.45532159682557,-0.0020000000000000018,38.775224403174434,0.0,0.0,6,12.0
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:17:45+08:00,0.856,337.0,337.0,171.97045,508.97045,464.6470643333334,26.765851804862866,0.05187163619047637,433.3655567599118,-0.002583333333333382,75.60489324008824,0.0,2.842170943040401e-14,6,12.0
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 10:18:15+08:00,0.85525,336.0,337.0,158.9568,494.9568,465.643691,27.746584501537093,0.3584035485714285,450.8247457613105,-0.0028333333333334654,44.13205423868948,-1.0,0.0,6,12.1
